Name,File,Category,Tags,Multibody,Deprecated,Orphaned,Cost,Mass,Width,Depth,Height,Short Description,Description
Air Filter,air_filter.xml,Fluid,air,FALSE,FALSE,FALSE,50,1,1,1,1,Port used to allow air in and out of a fluid system.,
Air Ram,modular_engine_air_ram.xml,Fluid,air,FALSE,FALSE,FALSE,50,1,1,1,1,Port used to allow air in and out of a fluid system.,
Air Scoop Intake 1x1,scoop_intake_2.xml,Fluid,,FALSE,FALSE,FALSE,30,1,1,1,1,An air intake component.,An air intake component that performs better at higher velocity.
Air-Air Heat Exchanger 2x2,heat_exchanger_2_2.xml,Fluid,,FALSE,FALSE,FALSE,30,4,2,2,1,A heat exchanger that averages heat between two air systems.,A heat exchanger that averages heat between two air systems at a rate proportional to the component's size.
Air-Air Heat Exchanger 2x5,heat_exchanger_5_5.xml,Fluid,,FALSE,FALSE,FALSE,70,10,2,5,5,A heat exchanger that averages heat between two air systems.,A heat exchanger that averages heat between two air systems at a rate proportional to the component's size.
Air-Air Heat Exchanger 3x9,heat_exchanger_9_9.xml,Fluid,,FALSE,FALSE,FALSE,100,27,3,9,9,A heat exchanger that averages heat between two air systems.,A heat exchanger that averages heat between two air systems at a rate proportional to the component's size.
Air-Liquid Heat Exchanger 1x2,air_exchanger.xml,Fluid,,FALSE,FALSE,FALSE,15,2,1,2,1,A heat exchanger that averages heat between air and a liquid.,An intercooler that averages heat between air and a liquid at a rate proportional to the component's size.
Air-Liquid Heat Exchanger 5x2,air_exchanger_5_2.xml,Fluid,,FALSE,FALSE,FALSE,30,7,1,5,2,A heat exchanger that averages heat between air and a liquid.,An intercooler that averages heat between air and a liquid at a rate proportional to the component's size.
Air-Liquid Heat Exchanger 5x3,air_exchanger_5_3.xml,Fluid,,FALSE,FALSE,FALSE,50,45,3,5,3,A heat exchanger that averages heat between air and a liquid.,An intercooler that averages heat between air and a liquid at a rate proportional to the component's size.
Air-Liquid Heat Exchanger 9x3,air_exchanger_9_3.xml,Fluid,,FALSE,FALSE,FALSE,80,81,3,9,3,A heat exchanger that averages heat between air and a liquid.,An intercooler that averages heat between air and a liquid at a rate proportional to the component's size.
Air-Liquid Heat Exchanger 9x5,air_exchanger_9_5.xml,Fluid,,FALSE,FALSE,FALSE,150,225,5,9,5,A heat exchanger that averages heat between air and a liquid.,An intercooler that averages heat between air and a liquid at a rate proportional to the component's size.
Catalytic Converter,catalytic_converter.xml,Fluid,,FALSE,FALSE,FALSE,100,1,1,1,1,Reduces particles from exhausts.,Catalytic converter that removes fumes and decreases the number of exhaust particles emitted from an exhaust.
Centrifugal Separator,separator.xml,Fluid,oil,FALSE,FALSE,FALSE,480,80,5,5,9,A tank that can be spun to separate contained fluids.,"Provide torque to begin spinning the separator, fluid output ports will separate with increased effectiveness based on the spin speed."
Desalinator,desalinator.xml,Fluid,basic,FALSE,FALSE,FALSE,400,5,1,1,5,A pipe that slowly converts seawater to freshwater.,A pipe with a fine desalination filter that slowly converts seawater to freshwater and allows free flow of freshwater.
Fluid Exhaust,fluid_exhaust.xml,Fluid,basic,FALSE,FALSE,FALSE,100,1,1,1,2,An exhaust port for fluid systems.,Fluid can flow in and out of the port as part of a fluid system.
Fluid Filter,fluid_filter.xml,Fluid,basic,FALSE,TRUE,FALSE,400,5,1,1,2,The fluid filter only allows certain types of fluid across the valve.,The valve can be configured to select which fluids may pass across the two directional valve.
Fluid Filter,fluid_filter_v2.xml,Fluid,basic,FALSE,TRUE,FALSE,400,5,1,1,2,The fluid filter can prevent liquids or gases crossing the valve.,The valve can be configured to select which fluid groups may pass across the two directional valve. Liquids or gases.
Fluid Flow Valve,fluid_valve_flow.xml,Fluid,basic,FALSE,FALSE,FALSE,100,4,1,1,2,A one way valve for controlling fluid flow.,Allows fluid to move from the input side of the valve to the output but resists fluid flow in the other direction.
Fluid Heat Radiator,fluid_radiator.xml,Fluid,basic,FALSE,FALSE,FALSE,200,10,3,1,3,Radiator type cooler for fluid.,Fluid inside the cooler will lose temperature.
Fluid Heat Radiator 3x3 (Electric),fluid_radiator_electric.xml,Fluid,,FALSE,FALSE,FALSE,400,10,3,3,1,Radiator type cooler for fluid.,"Fluid inside the cooler will lose temperature, supplying electric for the fan will increase the rate of exchange."
Fluid Heat Radiator 5x5 (Electric),fluid_radiator_electric_5.xml,Fluid,,FALSE,FALSE,FALSE,700,25,5,5,1,Radiator type cooler for fluid.,"Fluid inside the cooler will lose temperature, supplying electric for the fan will increase the rate of exchange."
Fluid Heat Sink,fluid_heat_sink.xml,Fluid,,FALSE,FALSE,FALSE,300,18,5,1,3,Heat sink type cooler for fluid.,Fluid inside the cooler will lose temperature.
Fluid Intake,fluid_intake.xml,Fluid,air,FALSE,FALSE,FALSE,100,1,3,1,2,Port used to allow fluid in and out of a fluid system.,"Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the exterior."
Fluid Jet,water_jet.xml,Fluid,basic,FALSE,FALSE,FALSE,3000,10,3,3,7,A fluid impeller and jet nozzle for ocean propulsion.,Converts mechanical power and water into a high power jet for generating thrust.
Fluid On/Off Valve,fluid_valve_on_off.xml,Fluid,basic,FALSE,FALSE,FALSE,100,4,2,1,2,An on/off fluid valve.,Controls flow from one side of the valve to the other. Fluid can flow in both directions.
Fluid On/Off Valve (Manual),fluid_valve_on_off_manual.xml,Fluid,basic,FALSE,FALSE,FALSE,100,1,1,1,1,An on/off fluid valve with a manual handle.,Interacting with [q]/[e] will open / close the valve. Controls flow from one side of the valve to the other. Fluid can flow in both directions.
Fluid Port,water_inlet.xml,Fluid,"air,basic",FALSE,FALSE,FALSE,50,1,1,1,2,Port used to allow fluid in and out of a fluid system.,"Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean."
Fluid Port,water_outlet.xml,Fluid,pump,FALSE,TRUE,FALSE,50,1,1,1,2,Port used to allow fluid in and out of a fluid system.,"Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean."
Fluid Port End,fluid_port_end.xml,Fluid,"air,basic",FALSE,FALSE,FALSE,50,1,1,1,1,Port used to allow fluid in and out of a fluid system.,"Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean."
Fluid Pressure Sensor,fluid_pressure.xml,Fluid,,FALSE,FALSE,FALSE,100,4,1,1,2,A sensor for reading fluid pressure.,Measures the fluid pressure in the connected fluid network.
Fluid Pump,water_pump.xml,Fluid,basic,FALSE,FALSE,FALSE,100,4,3,1,1,A small fluid pump.,Connect to an inlet and outlet to create a pumping system to move fluid around a vehicle.
Fluid Pump (Manual),water_pump_manual.xml,Fluid,basic,FALSE,FALSE,FALSE,100,4,2,1,3,A small fluid pump with a manual handle.,Hold [q]/[e] to create pressure in the pump. Connect to an inlet and outlet to create a pumping system to move fluid around a vehicle.
Fluid Slot Port,water_suction_duct.xml,Fluid,basic,FALSE,FALSE,FALSE,100,12,3,4,2,Port used to allow fluid in and out of a fluid system.,"Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean."
Fluid Spawner,water_spawner.xml,Fluid,basic,FALSE,FALSE,FALSE,20,1,1,1,2,A component to mark an enclosed area to be spawned with fluid inside.,"The fluid spawner for helping with custom fluid tanks, so they can be spawned full, without a need to fill after spawning. Gases are spawned compressed (60atm)."
Fluid Tank Large,fluid_tank_large.xml,Fluid,basic,FALSE,FALSE,FALSE,20,22,3,5,3,A tank for storing fluid.,The tank will spawn full of the selected fluid type.
Fluid Tank Medium,fluid_tank_medium.xml,Fluid,basic,FALSE,FALSE,FALSE,20,6,2,3,2,A tank for storing fluid.,The tank will spawn full of the selected fluid type.
Fluid Tank Small,fluid_tank_small.xml,Fluid,basic,FALSE,FALSE,FALSE,20,1,1,2,1,A tank for storing fluid.,The tank will spawn full of the selected fluid type.
Fluid Variable Valve,fluid_valve_variable.xml,Fluid,basic,FALSE,FALSE,FALSE,100,4,2,1,2,A variable fluid valve.,Controls flow from one side of the valve to the other. Fluid can flow in both directions.
Fractional Distillation Port,distillation_tray.xml,Fluid,"oil,refining,refine",FALSE,FALSE,FALSE,80,36,3,3,5,Port used to collect output in a distillation column.,Place the port inside of an enclosed volume to connect to that volume. Outputs different fluids based on height relative to the bottom of the compartment.
Gas Relief Valve,relief_valve_gas.xml,Fluid,"basic,fluid,filter",FALSE,FALSE,FALSE,150,2,1,1,1,A relief valve for gases in a system.,The valve allows gases to pass across the two directional valve.
Gas Tank (Huge),fluid_tank_compressed_gas_5_9.xml,Fluid,fluid,FALSE,FALSE,FALSE,20,22,5,5,9,A tank for storing gas.,The tank will spawn full of the selected fluid type.
Gas Tank (Large),fluid_tank_compressed_gas_3_7.xml,Fluid,fluid,FALSE,FALSE,FALSE,20,12,3,3,7,A tank for storing gas.,The tank will spawn full of the selected fluid type.
Gas Tank (Medium),fluid_tank_compressed_gas_1_7.xml,Fluid,fluid,FALSE,FALSE,FALSE,20,5,1,1,7,A tank for storing gas.,The tank will spawn full of the selected fluid type.
Gas Tank (Small),fluid_tank_compressed_gas_1_3.xml,Fluid,fluid,FALSE,FALSE,FALSE,20,2,1,1,3,A tank for storing gas.,The tank will spawn full of the selected fluid type.
Hydrogen Electrolyser,electrolyser.xml,Fluid,,FALSE,FALSE,FALSE,575,16,1,3,6,A machine that separates water into hydrogen and oxygen.,Submerge the electrodes into a volume of water and provide electric to separate freshwater.
Impeller Pump,turbocharger.xml,Fluid,,FALSE,FALSE,FALSE,50,9,3,3,1,An Impeller Pump that can push fluid through a system.,An Impeller that will force fluid through the system when torque is applied.
Impeller Pump (Small),turbocharger_small.xml,Fluid,,FALSE,FALSE,FALSE,40,1,1,1,1,An Impeller Pump that can push fluid through a system.,An Impeller that will force fluid through the system when torque is applied.
